step,time_days,dt_days,num_subiters,converged,error_norm,mech_iters,fab_iters,stim_iters,dens_iters,mech_time,fab_time,stim_time,dens_time,max_condH,aa_rejections,aa_restarts,memory_mb
1,25.0,25.0,14,1,51.279765260721696,532,68,79,58,4.499291367246769,6.524112525046803,0.04195282806176692,0.07862745702732354,10303.383786796165,0,0,0.0
