step,iter,time_days,proj_res,aa_step_res,mech_iters,fab_iters,stim_iters,dens_iters,mech_time,fab_time,stim_time,dens_time,accepted,restart,condH,aa_hist,memory_mb
1,1,25.0,0.9055136965922757,0.4527568482961378,38,7,7,6,0.32609152898658067,0.5313342940062284,0.003745863912627101,0.006187340011820197,1,0,1.0,1,459.2265625
1,2,25.0,0.4445365734719528,0.22707341628294747,52,7,7,5,0.3594520799815655,0.5181500309845433,0.0025531110586598516,0.0032874479657039046,1,0,101.61649739478362,2,460.6015625
1,3,25.0,0.23541896545630248,0.11728363856980172,63,7,7,5,0.44635366299189627,0.5336177280405536,0.002181753981858492,0.0032678389688953757,1,0,185.0937419730363,3,460.7265625
1,4,25.0,0.2820097515266197,0.11641229628031362,14,7,7,5,0.12767419789452106,0.49976131599396467,0.0022571630543097854,0.0032905989792197943,1,1,188.4559797111484,4,460.7265625
1,5,25.0,0.4727227362154583,0.23636136810772912,8,7,7,5,0.11331166897434741,0.5221741360146552,0.0034511249978095293,0.0032242740271613,1,0,1.0,1,461.6015625
1,6,25.0,0.2653423283243055,0.15388964607792863,8,7,7,5,0.09838638303335756,0.5545201759086922,0.0021999640157446265,0.003713226062245667,1,0,36.79347881675379,2,461.6015625
1,7,25.0,0.18043680520872543,0.1129572875500971,8,7,7,5,0.13654537708498538,0.5431780240032822,0.0043597540352493525,0.003549752989783883,1,0,114.26962531693331,3,461.6015625
1,8,25.0,0.10978600548292271,0.07369460064201062,8,6,7,5,0.10239037382416427,0.49630301003344357,0.002293554018251598,0.004125042003579438,1,0,225.10158484754012,4,461.6015625
1,9,25.0,0.09420135209126837,0.09420135209126837,8,6,7,5,0.09733957517892122,0.49002796097192913,0.0023096950026229024,0.0034518569009378552,0,0,643.8000884455406,5,461.671875
1,10,25.0,0.06718132082333703,0.03725110177699565,8,6,7,5,0.2298665870912373,0.490629306063056,0.0022736969403922558,0.0033410139149054885,1,0,1359.8224936587653,6,461.7265625
1,11,25.0,0.05937574580861962,0.045013082998450936,8,6,7,5,0.08466407691594213,0.4404218150302768,0.014965807902626693,0.0032907770946621895,1,0,488.8321136026286,6,461.7265625
1,12,25.0,0.05169397742166318,0.044680830273360866,8,6,6,5,0.09860277804546058,0.45915893104393035,0.002046580077148974,0.006506160018034279,1,0,1173.2635919529944,6,461.7265625
1,13,25.0,0.0508180967477777,0.04024503844111298,8,6,7,5,0.089687884086743,0.4910740770865232,0.012329009012319148,0.020257900934666395,1,0,344.89922949105255,6,462.4765625
1,14,25.0,0.06290849297697916,0.01221444815062473,8,6,7,5,0.11844336299691349,0.46261060098186135,0.0025757349794730544,0.0035839329939335585,1,1,394.3575030097462,6,462.4765625
1,15,25.0,0.08051308170863196,0.04025654085431598,8,6,7,5,0.08636551804374903,0.5096573530463502,0.0023766339290887117,0.0036224318901076913,1,0,1.0,1,462.4765625
1,16,25.0,0.06213671636173284,0.02961974526503683,8,6,7,5,0.09108584991190583,0.49468755803536624,0.0023880209773778915,0.0036189500242471695,1,0,212.39241733306156,2,462.4765625
1,17,25.0,0.04407175852120746,0.037729057813745935,8,6,6,5,0.12395592010580003,0.4905725159915164,0.002217574045062065,0.016571042011491954,1,0,571.0021518073256,3,462.4765625
1,18,25.0,0.023984963848799678,0.022108731221369325,8,6,6,4,0.13941383513156325,0.47578676301054657,0.002102800994180143,0.005360660026781261,1,0,4424.913059454681,4,462.4765625
1,19,25.0,0.034885068329552155,0.004206639980927988,8,6,6,5,0.09443525213282555,0.5085331330774352,0.002163682016544044,0.0036577109713107347,1,1,4728.418786834962,5,462.4765625
1,20,25.0,0.04679084609213151,0.023395423046065754,8,6,7,5,0.10907069814857095,0.48405595298390836,0.0024050798965618014,0.0036895209923386574,1,0,1.0,1,462.4765625
1,21,25.0,0.04479715980188322,0.04479715980188322,8,6,7,5,0.1044997910503298,0.4907356780022383,0.002461306983605027,0.005711943027563393,0,0,72.88844077851167,2,462.4765625
1,22,25.0,0.022995318691258548,0.011840971267854696,8,6,6,4,0.10811002005357295,0.47271156893111765,0.002202784991823137,0.003573603928089142,1,0,140.61045119539222,3,462.4765625
1,23,25.0,0.0426970443395248,0.009420988317707515,8,6,6,5,0.1013187839416787,0.512023683055304,0.007188176969066262,0.003707749070599675,1,1,239.66602644910503,4,462.4765625
1,24,25.0,0.06396169933368016,0.03198084966684008,8,6,7,5,0.08981085603591055,0.4974735459545627,0.002419650903902948,0.0036758920177817345,1,0,1.0,1,462.4765625
1,25,25.0,0.062174486590592826,0.062174486590592826,8,6,7,5,0.11736288596875966,0.4844243919942528,0.002530414960347116,0.0037835879484191537,0,0,63.655636372534275,2,462.4765625
