step,time_days,dt_days,num_subiters,converged,error_norm,mech_iters,fab_iters,stim_iters,dens_iters,mech_time,fab_time,stim_time,dens_time,max_condH,aa_rejections,aa_restarts,memory_mb
1,25.0,25.0,14,1,51.279763621554956,577,68,79,58,4.916308837942779,6.396603861125186,0.04576599202118814,0.05387044313829392,10306.481383290817,0,0,0.0
