step,iter,time_days,proj_res,aa_step_res,mech_iters,fab_iters,stim_iters,dens_iters,mech_time,fab_time,stim_time,dens_time,accepted,restart,condH,aa_hist,memory_mb
1,1,25.0,0.9660652686741114,0.4830326343370557,400,7,8,6,1.9453083929838613,0.5359626070130616,0.002868267009034753,0.004768859012983739,1,0,1.0,1,448.34765625
1,2,25.0,0.5445782261131533,0.5445782261131533,400,7,8,6,2.031146300956607,0.5121625900501385,0.002416217001155019,0.004674316034652293,0,0,5.585312960120934,2,450.59765625
1,3,25.0,0.41804363703100406,0.25351455818385993,400,7,8,6,1.9398776929592714,0.5267382930032909,0.007365325000137091,0.004717464093118906,1,0,7.045364635741829,3,450.66796875
1,4,25.0,0.23170695958839577,0.13455284546857424,400,7,7,5,1.9019839188549668,0.5784368549939245,0.002367993933148682,0.0032103719422593713,1,0,22.31022938356876,4,451.453125
1,5,25.0,0.16327297024426207,0.08249759367271746,400,7,7,5,1.67289357597474,0.48311148898210377,0.01097425096668303,0.003238096018321812,1,0,42.69001248718217,5,451.4609375
1,6,25.0,0.13466340359895806,0.05431381772667206,400,7,7,5,1.686169533059001,0.525365261011757,0.0024922220036387444,0.003987645963206887,1,0,71.41863704176833,6,451.82421875
1,7,25.0,0.0846324350888145,0.034375981511536376,400,6,7,5,1.6839607110014185,0.49915434001013637,0.0024156549479812384,0.003663831972517073,1,0,62.87360361746503,6,452.0703125
1,8,25.0,0.09565526292418457,0.02303108764255211,400,6,7,5,1.7810785649344325,0.4849159719888121,0.030911702080629766,0.0037177610211074352,1,1,61.26246076828879,6,452.08984375
1,9,25.0,0.07645765434158347,0.038228827170791735,400,6,7,5,1.7777636469108984,0.5181538399774581,0.0024907710030674934,0.00729165505617857,1,0,1.0,1,452.08984375
1,10,25.0,0.10667483491177868,0.04551081294098864,400,6,7,5,1.738809224916622,0.4799973079934716,0.002379211946390569,0.004688409040682018,1,1,2.990996500893875,2,452.08984375
1,11,25.0,0.07734364132241177,0.038671820661205884,400,6,7,5,1.7302305488847196,0.4891018490307033,0.002463557990267873,0.006182846031151712,1,0,1.0,1,452.08984375
1,12,25.0,0.0705988095153742,0.04800941672353244,400,6,7,5,1.8892897529294714,0.4818404100369662,0.002426501945592463,0.003587514045648277,1,0,1.997788775003357,2,452.08984375
1,13,25.0,0.06541353584615442,0.030290489519659736,400,6,7,5,1.7340311809675768,0.46608784794807434,0.00239138794131577,0.013140656985342503,1,0,2.694112799049877,3,452.08984375
1,14,25.0,0.05910942280835731,0.01904536376613161,400,6,6,5,1.7786542801186442,0.48091868101619184,0.008711228962056339,0.003693233011290431,1,0,2.7127953370775586,4,452.08984375
1,15,25.0,0.03941013958289572,0.017033692504743004,400,6,6,5,1.696950729121454,0.5177406119182706,0.0021557779982686043,0.003610400017350912,1,0,6.922345120213471,5,452.08984375
1,16,25.0,0.04457504148135619,0.008692939639059646,400,6,6,4,1.6750295410165563,0.5078033150639385,0.002140174969099462,0.0033296491019427776,1,1,10.897981193859932,6,452.08984375
1,17,25.0,0.04785724922548927,0.02392862461274464,400,6,6,5,1.732138519990258,0.4896563970251009,0.0021313000470399857,0.003831582027487457,1,0,1.0,1,452.08984375
1,18,25.0,0.05076536123432749,0.03231009534291182,400,6,6,4,1.7681203651009127,0.48781824100296944,0.00212862400803715,0.0033912910148501396,1,0,6.321799529415087,2,452.08984375
1,19,25.0,0.03890461860274072,0.022910221978848292,400,6,6,5,1.7265012429561466,0.53776164597366,0.002196551999077201,0.003722236957401037,1,0,8.769053267016686,3,452.08984375
1,20,25.0,0.03757455916547297,0.01414073289397951,400,6,6,5,1.7044081459753215,0.4901739680208266,0.002181212999857962,0.0036461229901760817,1,0,9.471931562893674,4,452.08984375
1,21,25.0,0.030847858552928663,0.008717828852589855,400,6,6,4,1.7552661780500785,0.4845019601052627,0.0021894810488447547,0.003421209054067731,1,0,10.425684819789499,5,452.08984375
1,22,25.0,0.02890978823991315,0.007680309816752236,400,6,6,4,1.7523585067829117,0.47054174402728677,0.0021651580464094877,0.003299699048511684,1,0,19.904838766118516,6,452.08984375
1,23,25.0,0.03226308721545669,0.01130425958490779,400,6,6,4,1.686885119881481,0.48218721395824105,0.002117064082995057,0.0033240229822695255,1,1,36.20036279282106,6,452.41015625
1,24,25.0,0.03859338619179237,0.019296693095896184,400,6,6,5,1.8016744670458138,0.4934984960127622,0.002245415933430195,0.0036391220055520535,1,0,1.0,1,452.41015625
1,25,25.0,0.03257150115547887,0.03257150115547887,400,6,6,4,1.8342094799736515,0.5172079210169613,0.00216430495493114,0.010560736991465092,0,0,5.269207255416353,2,452.41015625
